article_cluster,keyword,frequency,n_tokens,subcluster,distance_from_subcentroid,centrality,tfidf,global_frequency,is_core_domain,cluster_label
2,total alternative credit,1,3,0,0.26798705854995575,0.3692348277709896,0.003027526298579406,1,False,Credit risk & Financial technology
2,corporate investment efficiency,1,3,4,0.4153792616543923,0.45933133006510884,0.0032147182433626383,1,False,Credit risk & Financial technology
2,fintech development,1,2,2,0.13638472766542153,0.3135112519078228,0.0032147182433626383,1,False,Credit risk & Financial technology
2,non-financial firms,1,2,3,0.3055825514152495,0.36945498428065005,0.0032147182433626383,1,False,Credit risk & Financial technology
2,alternative data sources,1,3,0,0.39456065586926603,0.4245293352959132,0.0029403820462557346,1,False,Credit risk & Financial technology
2,credit scoring,1,2,0,0.25945300643307556,0.3705268358077213,0.0029403820462557346,1,False,Credit risk & Financial technology
2,creditworthiness,1,1,0,0.28592086622959145,0.39568282111323905,0.0029403820462557346,1,False,Credit risk & Financial technology
2,social media analytics,1,3,4,0.5695043143027949,0.6185030925178981,0.0029403820462557346,1,False,Credit risk & Financial technology
2,credit risk management,1,3,0,0.25376303873389383,0.3790673504889128,0.0030953311291113763,1,False,Credit risk & Financial technology
2,lending efficiency,1,2,1,0.24319868590027593,0.3380023614527473,0.0030953311291113763,1,False,Credit risk & Financial technology
2,lendingclub,1,1,1,0.2221166500710149,0.41559993165621245,0.0030953311291113763,1,False,Credit risk & Financial technology
2,marketplace lending,1,2,1,0.22542959154068842,0.38519158820709776,0.0030953311291113763,1,False,Credit risk & Financial technology
2,p2p lending,1,2,1,0.22391839565442095,0.4042665676592263,0.006492427364385649,2,False,Credit risk & Financial technology
2,financial regulation,1,2,2,0.3759375778844464,0.37129244040200937,0.004301863874500953,1,False,Credit risk & Financial technology
2,micro-risks,1,1,0,0.3997137079156833,0.4678822301415706,0.004301863874500953,1,False,Credit risk & Financial technology
2,credit mismatch,1,2,0,0.29401116707404085,0.3992816307053173,0.003874961281287196,1,False,Credit risk & Financial technology
2,green innovation,1,2,4,0.4535629727930863,0.5102027302691033,0.003874961281287196,1,False,Credit risk & Financial technology
2,sustainable development,1,2,4,0.4026459818206043,0.5712949956374813,0.003874961281287196,1,False,Credit risk & Financial technology
2,"business, management and accounting",1,4,4,0.4591124509603486,0.5259228235982643,0.008767295143176953,1,False,Credit risk & Financial technology
2,commercial bank,1,2,3,0.18884471883897958,0.39956102723903264,0.0023319075437338555,1,False,Credit risk & Financial technology
2,corporate finance,1,2,2,0.3974472768045647,0.3877220179023365,0.0023319075437338555,1,False,Credit risk & Financial technology
2,credit & credit institutions,1,4,3,0.32037576571814896,0.3631627396421815,0.035681573534049625,1,False,Credit risk & Financial technology
2,fintech index,1,2,2,0.18353409319752867,0.36830659524625986,0.0023319075437338555,1,False,Credit risk & Financial technology
2,non-performing loans,1,2,3,0.39852022046701485,0.430513349952786,0.003924056554564511,2,False,Credit risk & Financial technology
2,bank-specific factors,1,2,3,0.2701680570415115,0.3695235979169248,0.002916649826921625,1,False,Credit risk & Financial technology
2,brics economies,1,2,4,0.39225013722616775,0.47293319456362004,0.002916649826921625,1,False,Credit risk & Financial technology
2,gdp growth,1,2,4,0.385365567668671,0.5335337922365062,0.002916649826921625,1,False,Credit risk & Financial technology
2,macroeconomic factors,1,2,4,0.37742500538986834,0.48744197125055155,0.002916649826921625,1,False,Credit risk & Financial technology
3,alternative information,1,2,2,0.39717731665207134,0.4617156812504759,0.002792246646982176,1,False,Panel data & Alternative information
3,digital inclusion,1,2,3,0.30695066179924524,0.4135730982301232,0.002792246646982176,1,False,Panel data & Alternative information
3,ethics,1,1,0,0.25943976209893327,0.6034603023151619,0.002792246646982176,1,False,Panel data & Alternative information
3,financial inclusion,4,2,3,0.1356909721808699,0.33078400832892974,0.03979307931191825,28,True,Panel data & Alternative information
3,fintech,3,1,3,0.2726736733814181,0.3923748427419288,0.04610841539316258,34,True,Panel data & Alternative information
3,peer-to-peer lending,1,2,1,0.16586274171235926,0.39052655232188505,0.005785739857646971,2,False,Panel data & Alternative information
3,public policy,1,2,0,0.2156859207148818,0.47677811427691763,0.002792246646982176,1,False,Panel data & Alternative information
3,social responsibilities,1,2,0,0.22312818076124974,0.5169719064212135,0.002792246646982176,1,False,Panel data & Alternative information
3,micro-finance institutes,1,2,3,0.3154303466911089,0.41531583290588625,0.0036556225742735106,1,False,Panel data & Alternative information
3,risky behaviour,1,2,1,0.4173698390410353,0.5057123854441405,0.0036556225742735106,1,False,Panel data & Alternative information
3,south asia,1,2,2,0.5212219373641441,0.6239581577926591,0.0036556225742735106,1,False,Panel data & Alternative information
3,bootstrap,1,1,2,0.3974566830111521,0.5393315798094352,0.0036854458773177075,1,False,Panel data & Alternative information
3,cross-country analysis,1,2,2,0.3691098004118698,0.5019257155049688,0.0036854458773177075,1,False,Panel data & Alternative information
3,entrepreneurial risk,1,2,1,0.3134604718319216,0.4747567555676133,0.0036854458773177075,1,False,Panel data & Alternative information
